RowNo,Month,DayofMonth,DayOfWeek,DepTime,ShDepTime,ArrTime,ShArrTime,UniqueCarrierCode,FlightNum,TailNum,ActualElapsedTime,ShElapsedTime,AirTime,ArrDelay,DepDelay,OriginCode,DestCode,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
12008,9,8,1,1120,1129,1324,1310,OH,6411,N965CA,184,161,144,14,-9,JFK,STL,892,10,30,0,,0,,,,,
12009,12,30,2,1700,1705,1858,1920,MQ,3808,N694MQ,118,135,107,-22,-5,MLI,DFW,691,6,5,0,,0,,,,,
12010,7,30,3,1217,1220,1414,1430,MQ,4513,N685AE,117,130,111,-16,-3,SHV,ORD,733,3,3,0,,0,,,,,
12011,10,2,4,839,840,948,955,WN,211,N734SA,69,75,56,-7,-1,PHX,SNA,338,4,9,0,,0,,,,,
12012,2,26,2,1549,1540,1941,1845,US,1289,N422US,232,185,206,56,9,PHL,RSW,992,3,23,0,,0,9,0,47,0,0
12013,3,27,4,928,930,1205,1220,AA,1124,N3BWAA,157,170,142,-15,-2,MIA,LGA,1097,4,11,0,,0,,,,,
12014,12,2,2,1511,1500,1641,1629,DL,953,N937DL,90,89,67,12,11,CMH,ATL,446,6,17,0,,0,,,,,
12015,1,31,4,1439,1425,1611,1556,YV,7094,N454YV,92,91,74,15,14,DEN,RAP,301,3,15,0,,0,0,0,0,0,15
12016,5,13,2,1021,1030,1218,1215,XE,2620,N14522,117,105,102,3,-9,ICT,IAH,542,6,9,0,,0,,,,,
12017,6,15,7,1105,1105,1220,1215,OH,5586,N917CA,75,70,36,5,0,BWI,JFK,184,10,29,0,,0,,,,,
12018,2,11,1,1836,1840,1954,2001,US,627,N316AW,78,81,52,-7,-4,ELP,PHX,347,13,13,0,,0,,,,,
12019,6,3,2,2155,2105,2307,2209,OO,5709,N301YV,72,64,59,58,50,SMF,ACV,207,6,7,0,,0,0,0,8,0,50
12020,5,29,4,2018,2014,2150,2139,UA,715,N529UA,152,145,131,11,4,DEN,LAX,862,8,13,0,,0,,,,,
12021,6,5,4,1938,1925,2049,2035,WN,875,N629SW,71,70,58,14,13,ONT,PHX,325,5,8,0,,0,,,,,
12022,11,28,5,1958,2005,2131,2141,OO,6567,N712SK,153,156,123,-10,-7,ORD,COS,911,6,24,0,,0,,,,,
12023,3,14,5,1520,1525,1820,1759,FL,922,N923AT,180,154,154,21,-5,BWI,RSW,919,5,21,0,,0,0,0,21,0,0
12024,1,22,2,1738,1728,1904,1853,NW,224,N301US,86,85,58,11,10,DTW,DCA,405,6,22,0,,0,,,,,
12025,12,21,7,1903,1800,2156,2101,US,741,N432US,173,181,148,55,63,PHL,MIA,1013,9,16,0,,0,0,0,0,0,55
12026,12,31,3,1212,1140,1317,1240,OO,5566,N236SW,65,60,42,37,32,SFO,FAT,158,4,19,0,,0,0,0,5,0,32
12027,1,23,3,737,740,1027,1015,YV,2779,N902FJ,230,215,210,12,-3,MEM,PHX,1263,6,14,0,,0,,,,,
12028,6,28,6,1809,1815,1955,1955,9E,3729,87839E,106,100,84,0,-6,DTW,GSP,508,6,16,0,,0,,,,,
12029,10,4,6,1701,1709,1756,1759,YV,7321,N592ML,115,110,73,-3,-8,TYS,ORD,475,30,12,0,,0,,,,,
12030,2,10,7,1945,1840,2224,2125,WN,2698,N347SW,159,165,141,59,65,MCO,MHT,1142,5,13,0,,0,0,0,0,0,59
12031,3,20,4,939,930,1041,1040,DL,1171,N751AT,62,70,42,1,9,ATL,JAX,270,5,15,0,,0,,,,,
12032,3,29,6,959,1000,1110,1110,AA,325,N422AA,71,70,46,0,-1,ORD,STL,258,5,20,0,,0,,,,,
12033,10,29,3,1156,1200,1302,1315,US,2170,N700UW,66,75,49,-13,-4,DCA,LGA,214,9,8,0,,0,,,,,
12034,11,8,6,1027,1027,1118,1128,NW,656,N762NW,51,61,32,-10,0,GRR,DTW,120,9,10,0,,0,,,,,
12035,1,19,6,1147,915,1247,1020,MQ,3661,N803AE,60,65,45,147,152,DFW,LBB,282,3,12,0,,0,147,0,0,0,0
12036,5,7,3,1400,1322,1500,1419,YV,7042,N518LR,60,57,37,41,38,MLI,ORD,139,5,18,0,,0,0,0,41,0,0
12037,9,18,4,1520,1520,1650,1635,OH,6386,N669CA,90,75,51,15,0,CVG,PIT,256,5,34,0,,0,0,0,15,0,0
12038,3,9,7,602,600,853,846,UA,1444,N474UA,111,106,93,7,2,PHX,DEN,602,6,12,0,,0,,,,,
12039,4,11,5,1514,1510,1611,1605,WN,41,N370SW,57,55,44,6,4,TUL,DAL,237,3,10,0,,0,,,,,
12040,6,21,6,1501,1501,1622,1623,OO,3985,N864AS,81,82,56,-1,0,SLC,BIL,387,5,20,0,,0,,,,,
12041,4,26,6,1505,1513,1555,1605,OO,3819,N433SW,50,52,36,-10,-8,IDA,SLC,188,5,9,0,,0,,,,,
12042,11,10,1,1749,1745,2100,2042,US,532,N603AW,371,357,310,18,4,JFK,LAS,2248,7,54,0,,0,0,0,14,0,4
12043,12,4,4,1221,1215,1440,1431,EV,5003,N379CA,79,76,61,9,6,JAN,ATL,341,10,8,0,,0,,,,,
12044,5,24,6,2044,2030,2243,2240,MQ,4109,N507AE,59,70,45,3,14,ORD,CLE,316,4,10,0,,0,,,,,
12045,4,28,1,1024,1021,1149,1153,OO,5572,N584SW,85,92,67,-4,3,SFO,MFR,329,5,13,0,,0,,,,,
12046,5,11,7,1015,1000,1454,1510,WN,2013,N741SA,159,190,146,-16,15,LAS,HOU,1235,3,10,0,,0,,,,,
12047,1,14,1,1741,1748,2010,2019,US,157,N819AW,209,211,166,-9,-7,STL,PHX,1262,17,26,0,,0,,,,,
12048,4,29,2,1950,1955,2051,2105,WN,2881,N282WN,61,70,51,-14,-5,SMF,BUR,358,2,8,0,,0,,,,,
12049,7,11,5,1731,1735,1959,2010,AA,1136,N3AYAA,148,155,132,-11,-4,MIA,DCA,920,6,10,0,,0,,,,,
12050,1,16,3,831,835,1149,1155,US,1681,N514AU,138,140,113,-6,-4,IAH,CLT,913,5,20,0,,0,,,,,
12051,4,16,3,1550,1450,1714,1628,UA,1217,N918UA,144,158,131,46,60,DEN,SJC,948,5,8,0,,0,0,0,0,0,46
12052,8,13,3,1442,1440,2050,2029,AA,1014,N571AA,248,229,216,21,2,SEA,ORD,1721,11,21,0,,0,0,0,21,0,0
12053,8,29,5,1627,1625,1723,1726,US,1409,N963UW,116,121,89,-3,2,CLT,MSY,651,2,25,0,,0,,,,,
12054,11,11,2,1111,1116,1238,1230,DL,1429,N389DA,207,194,169,8,-5,ATL,COS,1185,7,31,0,,0,,,,,
12055,4,15,2,2120,2120,2302,2259,F9,165,N935FR,162,159,143,3,0,DEN,SJC,948,5,14,0,,0,,,,,
12056,8,4,1,851,855,953,955,AA,1669,N3CNAA,182,180,157,-2,-4,DFW,SNA,1205,8,17,0,,0,,,,,
12057,2,12,2,1624,1450,1750,1610,XE,2097,N34111,146,140,118,100,94,IAH,COS,809,5,23,0,,0,0,6,6,0,88
12058,2,20,3,1416,1423,1605,1609,NW,673,N309US,169,166,138,-4,-7,DCA,MSP,931,16,15,0,,0,,,,,
12059,11,1,6,1724,1732,1838,1855,NW,1558,N771NC,74,83,56,-17,-8,DTW,SYR,374,5,13,0,,0,,,,,
12060,4,27,7,1522,1525,1626,1635,WN,1163,N200WN,64,70,50,-9,-3,BWI,PVD,328,3,11,0,,0,,,,,
12061,5,13,2,554,600,817,829,DL,806,N918DE,83,89,59,-12,-6,LIT,ATL,453,9,15,0,,0,,,,,
12062,2,14,4,2207,2220,554,550,NW,804,N589NW,347,330,322,4,-13,KOA,SEA,2688,6,19,0,,0,,,,,
12063,7,24,4,1144,1035,1334,1240,FL,423,N950AT,170,185,153,54,69,BWI,DFW,1217,6,11,0,,0,0,0,0,0,54
12064,7,15,2,1551,1600,1735,1742,9E,5877,89059E,104,102,74,-7,-9,TYS,DTW,443,14,16,0,,0,,,,,
12065,11,3,1,1744,1740,2053,2105,WN,631,N777QC,129,145,108,-12,4,OAK,DEN,957,5,16,0,,0,,,,,
12066,7,31,4,2044,2040,2125,2130,MQ,3203,N238AE,41,50,25,-5,4,DFW,TYR,103,3,13,0,,0,,,,,
12067,8,5,2,1933,1935,2021,2030,MQ,3873,N517AE,48,55,33,-9,-2,DFW,SHV,190,4,11,0,,0,,,,,
12068,1,9,3,600,605,721,726,FL,97,N982AT,81,81,59,-5,-5,RDU,ATL,356,11,11,0,,0,,,,,
12069,3,18,2,1619,1524,1734,1645,9E,2969,80129E,135,141,119,49,55,DTW,LNK,701,3,13,0,,0,0,0,0,0,49
12070,6,14,6,804,800,1102,1043,AS,1,N560AS,358,343,331,19,4,DCA,SEA,2329,9,18,0,,0,0,0,19,0,0
12071,4,6,7,910,900,912,905,WN,325,N425LV,62,65,48,7,10,CMH,MDW,284,4,10,0,,0,,,,,
12072,11,28,5,1133,1135,1400,1346,US,1822,N438US,147,131,118,14,-2,CLT,BOS,728,4,25,0,,0,,,,,
12073,7,31,4,905,910,950,959,OO,5762,N569SW,45,49,30,-9,-5,RDM,PDX,116,4,11,0,,0,,,,,
12074,11,20,4,658,700,949,955,DL,1407,N926DL,171,175,153,-6,-2,BDL,MCO,1050,6,12,0,,0,,,,,
12075,7,30,3,1656,1635,2140,2138,CO,682,N17245,224,243,200,2,21,IAH,BOS,1597,11,13,0,,0,,,,,
12076,8,5,2,1420,1322,1954,1920,UA,332,N822UA,214,238,198,34,58,SMF,ORD,1781,7,9,0,,0,27,0,0,0,7
12077,1,8,2,723,730,842,847,AS,41,N764AS,79,77,61,-5,-7,ANC,BET,399,4,14,0,,0,,,,,
12078,4,18,5,530,530,813,811,OH,5313,N818CA,163,161,129,2,0,BGR,CVG,906,3,31,0,,0,,,,,
12079,4,27,7,811,815,919,925,WN,1924,N230WN,68,70,56,-6,-4,ALB,BWI,288,5,7,0,,0,,,,,
12080,4,10,4,701,705,1228,1250,AA,1542,N3ABAA,207,225,184,-22,-4,SEA,DFW,1660,7,16,0,,0,,,,,
12081,7,24,4,1152,1150,1303,1317,YV,7095,N447YV,71,87,59,-14,2,DRO,DEN,251,5,7,0,,0,,,,,
12082,7,28,1,936,900,1300,1225,AA,1430,N501AA,144,145,130,35,36,DFW,TPA,929,4,10,0,,0,9,0,0,0,26
12083,8,26,2,1924,1930,1959,2007,HA,556,N477HA,35,37,21,-8,-6,HNL,OGG,100,5,9,0,,0,,,,,
12084,2,29,5,1800,1801,1853,1904,US,369,N830AW,113,123,91,-11,-1,PHX,SMF,647,10,12,0,,0,,,,,
12085,8,21,4,849,850,957,1000,MQ,3102,N821AE,68,70,41,-3,-1,LAS,LAX,236,8,19,0,,0,,,,,
12086,1,18,5,1547,1540,1845,1830,B6,663,N528JB,178,170,158,15,7,BUF,MCO,1011,7,13,0,,0,0,0,8,0,7
12087,6,2,1,557,600,843,850,AA,1225,N4XLAA,106,110,88,-7,-3,DEN,DFW,641,6,12,0,,0,,,,,
12088,12,3,3,1638,1630,1831,1835,AA,1591,N512AA,173,185,148,-4,8,MCO,DFW,984,12,13,0,,0,,,,,
12089,3,23,7,651,640,938,921,CO,1892,N74856,167,161,143,17,11,EWR,MCO,938,8,16,0,,0,11,0,6,0,0
12090,1,2,3,2257,2244,2335,2321,NW,481,N315NB,38,37,16,,13,DTW,FNT,56,7,15,0,,0,,,,,
12091,10,7,2,1527,1530,1628,1640,WN,743,N478WN,61,70,47,-12,-3,LAX,LAS,236,3,11,0,,0,,,,,
12092,2,7,4,1445,1445,1651,1706,DL,518,N6702,126,141,96,-15,0,ATL,LGA,761,11,19,0,,0,,,,,
12093,4,3,4,1046,1030,1613,1602,F9,672,N924FR,207,212,182,11,16,DEN,MCO,1545,7,18,0,,0,,,,,
12094,7,9,3,1200,1205,1300,1316,9E,5672,85419E,60,71,44,-16,-5,GRB,MSP,252,7,9,0,,0,,,,,
12095,8,13,3,1126,1035,1710,1604,NW,356,N322NB,224,209,194,66,51,SFO,MSP,1589,7,23,0,,0,33,0,15,0,18
12096,10,18,6,1701,1705,1802,1820,MQ,3108,N853MQ,61,75,42,-18,-4,LAS,LAX,236,3,16,0,,0,,,,,
12097,12,29,1,1312,1240,1301,1235,WN,790,N707SA,49,55,37,26,32,IND,MDW,162,5,7,0,,0,25,0,0,0,1
12098,1,1,2,2105,2115,2337,2350,OO,5782,N582SW,92,95,72,-13,-10,LAX,SGU,348,3,17,0,,0,,,,,
12099,10,29,3,823,830,1110,1130,AS,495,N305AS,167,180,147,-20,-7,SAN,SEA,1050,5,15,0,,0,,,,,
12100,8,14,4,1116,1120,1404,1410,YV,7282,N506MJ,108,110,82,-6,-4,ORD,CLT,599,3,23,0,,0,,,,,
12101,8,1,5,1108,1052,1154,1140,EV,5003,N873AS,46,48,28,14,16,CSG,ATL,83,11,7,0,,0,,,,,
12102,9,28,7,1011,1008,1132,1130,UA,786,N370UA,81,82,56,2,3,MSP,ORD,334,8,17,0,,0,,,,,
12103,12,16,2,1517,1440,1651,1549,FL,950,N949AT,94,69,71,62,37,JAX,ATL,270,14,9,0,,0,0,0,25,0,37
12104,1,13,7,729,730,1103,1107,AS,766,N968AS,154,157,125,-4,-1,PDX,PHX,1009,5,24,0,,0,,,,,
12105,8,7,4,1941,1825,2041,1935,AA,1070,N410AA,60,70,42,66,76,SAT,DFW,247,10,8,0,,0,0,0,0,0,66
12106,9,7,7,1450,1451,1705,1651,FL,787,N980AT,135,120,101,14,-1,ATL,PHL,665,4,30,0,,0,,,,,
12107,10,26,7,1715,1715,1825,1830,WN,286,N679AA,70,75,57,-5,0,RNO,LAS,345,5,8,0,,0,,,,,
12108,12,7,7,758,800,943,1000,DL,1085,N647DL,105,120,84,-17,-2,FLL,ATL,581,8,13,0,,0,,,,,
12109,12,29,1,1857,1900,2217,2234,OO,6604,N726SK,140,154,122,-17,-3,DEN,BHM,1082,4,14,0,,0,,,,,
12110,12,6,6,712,715,855,825,MQ,3986,N711MQ,103,70,53,30,-3,RST,ORD,268,39,11,0,,0,0,0,30,0,0
12111,6,19,4,1104,1105,1327,1310,DL,1069,N668DN,323,305,290,17,-1,ATL,SFO,2139,10,23,0,,0,0,0,17,0,0
12112,12,22,1,1026,1030,1137,1140,DL,1348,N911DE,71,70,47,-3,-4,DCA,LGA,214,4,20,0,,0,,,,,
12113,11,3,1,1410,1415,1419,1430,WN,3034,N688SW,69,75,51,-11,-5,CLE,MDW,307,5,13,0,,0,,,,,
12114,6,2,1,1158,1145,1629,1630,B6,624,N581JB,211,225,194,-1,13,HOU,JFK,1428,4,13,0,,0,,,,,
12115,3,20,4,2042,2040,2152,2155,WN,119,N368SW,70,75,59,-3,2,LAX,PHX,370,4,7,0,,0,,,,,
12116,4,26,6,1454,1453,1524,1530,UA,3,N214UA,30,37,21,-6,1,OGG,KOA,84,3,6,0,,0,,,,,
12117,5,24,6,600,600,814,752,9E,2905,84329E,134,112,78,22,0,GSO,DTW,460,10,46,0,,0,0,0,22,0,0
12118,12,9,2,1104,1050,1430,1400,AA,378,N544AA,146,130,120,30,14,ORD,LGA,733,3,23,0,,0,0,14,16,0,0
12119,3,19,3,,1634,,1645,EV,4781,N979EV,,71,,,,ATL,GTR,241,,,1,C,0,,,,,
12120,5,15,4,1400,1405,1508,1530,MQ,3118,N523AE,188,205,173,-22,-5,XNA,LAX,1371,7,8,0,,0,,,,,
12121,3,18,2,754,800,950,1010,WN,237,N754SW,116,130,104,-20,-6,MCO,SDF,718,5,7,0,,0,,,,,
12122,8,14,4,700,705,802,756,OH,5193,N526CA,122,111,97,6,-5,DCA,HSV,613,5,20,0,,0,,,,,
12123,6,24,2,1829,1829,1934,1949,DL,1965,N915DE,65,80,43,-15,0,LGA,DCA,214,3,19,0,,0,,,,,
12124,9,23,2,915,917,1124,1102,NW,395,N325US,249,225,218,22,-2,MSP,SMF,1518,5,26,0,,0,0,0,22,0,0
12125,7,20,7,825,825,927,935,WN,3049,N787SA,62,70,52,-8,0,ALB,BWI,288,3,7,0,,0,,,,,
12126,10,7,2,2056,2100,2146,2217,US,2188,N750UW,50,77,37,-31,-4,DCA,LGA,214,4,9,0,,0,,,,,
12127,11,19,3,1916,1915,2036,2025,DL,1675,N634DL,80,70,43,11,1,ATL,JAX,270,6,31,0,,0,,,,,
12128,1,24,4,822,825,1151,1135,AA,43,N5FSAA,389,370,350,16,-3,EWR,LAX,2454,5,34,0,,0,0,0,16,0,0
12129,11,13,4,1659,1705,1812,1827,B6,250,N582JB,73,82,59,-15,-6,LGB,OAK,353,4,10,0,,0,,,,,
12130,11,9,7,1013,1020,1225,1234,NW,727,N783NC,72,74,47,-9,-7,MKE,DTW,238,14,11,0,,0,,,,,
12131,10,29,3,756,755,857,905,MQ,3585,N617MQ,61,70,49,-8,1,DFW,MAF,309,3,9,0,,0,,,,,
12132,2,7,4,1356,1400,1619,1615,AA,1447,N440AA,143,135,122,4,-4,ORD,MSY,837,7,14,0,,0,,,,,
12133,4,5,6,810,815,1055,1104,OH,4939,N443CA,105,109,83,-9,-5,HSV,DCA,613,4,18,0,,0,,,,,
12134,9,18,4,2018,2020,2120,2130,MQ,3481,N676AE,62,70,48,-10,-2,DFW,MAF,309,4,10,0,,0,,,,,
12135,5,6,2,1701,1705,1926,1940,9E,2953,88369E,85,95,64,-14,-4,CID,DTW,431,11,10,0,,0,,,,,
12136,1,25,5,1629,1615,1948,1907,XE,3118,N12996,139,112,120,41,14,ELP,IAH,667,9,10,0,,0,0,0,27,0,14
12137,3,13,4,1529,1536,1705,1720,FL,178,N939AT,96,104,80,-15,-7,RSW,ATL,515,5,11,0,,0,,,,,
12138,5,19,1,,1730,,1817,OO,5449,N251YV,,47,,,,SMF,SFO,86,,,1,A,0,,,,,
12139,2,2,6,2107,2100,2117,2120,WN,833,N792SW,70,80,60,-3,7,PHX,LAX,370,5,5,0,,0,,,,,
12140,1,1,2,757,735,1224,1157,UA,1454,N446UA,207,202,186,27,22,PHX,ORD,1440,7,14,0,,0,22,0,5,0,0
12141,9,19,5,1613,1555,1802,1747,DL,39,N662DN,109,112,80,15,18,ATL,FLL,581,6,23,0,,0,7,0,0,0,8
12142,10,24,5,715,722,1031,1037,OO,6676,N957SW,136,135,120,-6,-7,FAT,DEN,844,5,11,0,,0,,,,,
12143,3,14,5,1046,1045,1148,1150,AA,761,N558AA,62,65,47,-2,1,ORD,STL,258,5,10,0,,0,,,,,
12144,9,21,7,1433,1430,1540,1558,CO,1669,N37409,187,208,167,-18,3,IAH,SAN,1303,5,15,0,,0,,,,,
12145,11,23,7,828,830,1015,1012,OO,4425,N449SW,107,102,88,3,-2,RAP,SLC,508,5,14,0,,0,,,,,
12146,10,31,5,1438,1440,1558,1605,WN,1923,N419WN,80,85,68,-7,-2,SMF,SAN,480,3,9,0,,0,,,,,
12147,2,23,6,1941,1943,121,135,US,239,N657AW,220,232,197,-14,-2,PHX,DTW,1671,7,16,0,,0,,,,,
12148,4,6,7,906,840,1120,1058,XE,2641,N26141,194,198,160,22,26,EWR,MCI,1092,3,31,0,,0,22,0,0,0,0
12149,6,30,1,1124,1125,1258,1259,CO,224,N12313,94,94,63,-1,-1,CLE,EWR,404,11,20,0,,0,,,,,
12150,12,4,4,2350,2350,542,545,CO,767,N18220,232,235,213,-3,0,SEA,IAH,1874,6,13,0,,0,,,,,
12151,4,8,2,925,925,1226,1200,YV,2652,N917FJ,121,95,86,26,0,MEM,CLT,512,5,30,0,,0,0,0,26,0,0
12152,5,27,2,810,811,1333,1355,UA,782,N826UA,203,224,186,-22,-1,ABQ,IAD,1628,7,10,0,,0,,,,,
12153,3,8,6,,1125,,1234,9E,5963,,,69,,,,EVV,MEM,247,,,1,A,0,,,,,
12154,10,29,3,1403,1418,1537,1610,OO,6018,N699BR,94,112,83,-33,-15,ICT,ORD,588,6,5,0,,0,,,,,
12155,7,25,5,1517,1423,1544,1452,DL,1271,N917DE,87,89,61,52,54,ATL,MSY,425,4,22,0,,0,52,0,0,0,0
12156,10,14,2,626,635,907,905,MQ,3386,N619MQ,161,150,126,2,-9,MSN,DFW,821,16,19,0,,0,,,,,
12157,10,22,3,1850,1850,2006,2025,WN,777,N619SW,76,95,61,-19,0,CMH,PHL,405,7,8,0,,0,,,,,
12158,1,17,4,1403,1405,1454,1500,MQ,3503,N942AE,51,55,35,-6,-2,AUS,DAL,189,3,13,0,,0,,,,,
12159,3,13,4,2040,2045,2206,2220,WN,3583,N464WN,146,155,129,-14,-5,PVD,MDW,842,8,9,0,,0,,,,,
12160,10,24,5,700,700,1106,1115,WN,1212,N759GS,186,195,163,-9,0,SAT,BWI,1407,4,19,0,,0,,,,,
12161,6,16,1,836,838,1026,1028,UA,875,N507UA,170,170,147,-2,-2,DEN,SEA,1024,10,13,0,,0,,,,,
12162,11,26,3,555,600,748,749,DL,1660,N927DA,113,109,84,-1,-5,IAD,ATL,533,9,20,0,,0,,,,,
12163,3,20,4,1835,1816,2114,2102,YV,7149,N75996,99,106,78,12,19,BNA,IAD,542,9,12,0,,0,,,,,
12164,4,3,4,845,835,1005,1000,WN,3861,N221WN,80,85,63,5,10,OAK,SNA,371,6,11,0,,0,,,,,
12165,10,10,5,1704,1710,1801,1810,WN,50,N317WN,57,60,44,-9,-6,HRL,HOU,276,5,8,0,,0,,,,,
12166,6,13,5,,1950,,2146,NW,1761,N786NC,,116,,,,PHL,DTW,453,,,1,C,0,,,,,
12167,10,2,4,2345,2350,553,556,CO,767,N38268,248,246,230,-3,-5,SEA,IAH,1874,7,11,0,,0,,,,,
12168,7,19,6,1633,1635,1751,1800,WN,1651,N727SW,138,145,124,-9,-2,BDL,MDW,777,4,10,0,,0,,,,,
12169,11,9,7,1518,1520,1632,1630,MQ,4618,N728MQ,74,70,40,2,-2,JFK,BOS,187,5,29,0,,0,,,,,
12170,5,31,6,1513,1530,1725,1748,EV,4714,N901EV,132,138,106,-23,-17,AVP,ATL,714,14,12,0,,0,,,,,
12171,6,28,6,1256,1253,1411,1414,OO,3755,N609SK,75,81,58,-3,3,BIL,SLC,387,6,11,0,,0,,,,,
12172,3,11,2,1322,1320,1408,1430,MQ,4443,N513AE,106,130,92,-22,2,ATL,ORD,606,3,11,0,,0,,,,,
12173,8,25,1,1004,1005,1127,1130,FL,249,N970AT,83,85,55,-3,-1,LGA,RIC,292,5,23,0,,0,,,,,
12174,6,4,3,734,740,1029,1038,AS,648,N318AS,175,178,143,-9,-6,SEA,TUS,1216,4,28,0,,0,,,,,
12175,4,12,6,655,700,757,800,AA,404,N054AA,62,60,35,-3,-5,MIA,MCO,193,4,23,0,,0,,,,,
12176,8,7,4,1629,1559,1818,1745,FL,206,N175AT,109,106,65,33,30,LGA,CAK,396,7,37,0,,0,0,0,3,0,30
12177,7,13,7,1659,1650,2004,1940,WN,3949,N687SW,125,110,82,24,9,LAS,ELP,584,5,38,0,,0,9,0,15,0,0
12178,4,24,4,755,800,938,959,9E,4750,89239E,103,119,91,-21,-5,GRR,LGA,618,6,6,0,,0,,,,,
12179,5,21,3,2244,2250,723,716,NW,218,N587NW,339,326,314,7,-6,HNL,PDX,2603,4,21,0,,0,,,,,
12180,7,18,5,638,640,818,800,US,578,N658AW,100,80,55,18,-2,ONT,PHX,325,7,38,0,,0,0,0,18,0,0
12181,11,22,6,656,700,840,829,US,643,N631AW,284,269,259,11,-4,CMH,LAS,1772,8,17,0,,0,,,,,
12182,6,11,3,1459,1430,1621,1555,WN,1711,N705SW,82,85,73,26,29,MHT,BWI,377,3,6,0,,0,0,0,0,0,26
12183,8,25,1,1222,1224,1307,1310,OO,5472,N586SW,45,46,29,-3,-2,SFO,MRY,77,2,14,0,,0,,,,,
12184,10,6,1,1800,1806,2045,2055,OO,6446,N758SK,105,109,85,-10,-6,ORD,ABE,654,4,16,0,,0,,,,,
12185,1,28,1,1348,1345,1514,1520,XE,2261,N12967,86,95,62,-6,3,EWR,RDU,416,2,22,0,,0,,,,,
12186,7,26,6,1153,1155,1744,1801,UA,346,N524UA,231,246,208,-17,-2,LAX,ORD,1745,5,18,0,,0,,,,,
12187,1,19,6,1409,1415,1528,1535,B6,256,N652JB,79,80,59,-7,-6,LGB,OAK,353,8,12,0,,0,,,,,
12188,11,13,4,1345,1350,1500,1513,US,548,N832AW,75,83,62,-13,-5,SMF,LAS,397,5,8,0,,0,,,,,
12189,1,31,4,1630,1620,1953,1955,WN,1280,N779SW,323,335,305,-2,10,PHL,PHX,2075,4,14,0,,0,,,,,
12190,12,2,2,834,835,1019,1011,F9,225,N934FR,165,156,139,8,-1,DEN,SMF,910,8,18,0,,0,,,,,
12191,11,7,5,1021,1021,1055,1105,OO,5457,N234SW,34,44,15,-10,0,OXR,LAX,49,9,10,0,,0,,,,,
12192,10,21,2,1455,1455,1839,1805,AA,85,N353AA,404,370,347,34,0,JFK,SFO,2586,5,52,0,,0,0,0,34,0,0
12193,7,15,2,828,835,929,936,UA,607,N841UA,121,121,90,-7,-7,DCA,ORD,612,9,22,0,,0,,,,,
12194,8,15,5,1133,1133,1741,1648,CO,726,N39415,248,195,167,53,0,ONT,IAH,1334,7,74,0,,0,0,0,53,0,0
12195,3,12,3,824,825,926,937,OO,4034,N805SK,122,132,103,-11,-1,SLC,SEA,689,5,14,0,,0,,,,,
12196,3,28,5,838,810,930,910,MQ,4401,N622AE,52,60,32,20,28,CMI,ORD,135,6,14,0,,0,20,0,0,0,0
12197,9,1,1,844,850,959,1010,AA,1397,N474AA,135,140,96,-11,-6,ATL,DFW,732,25,14,0,,0,,,,,
12198,11,19,3,2103,2105,2158,2209,XE,2437,N13553,55,64,41,-11,-2,IAH,BTR,253,3,11,0,,0,,,,,
12199,10,10,5,1802,1755,2233,2053,US,753,N942UW,,358,,,7,PHL,SEA,2378,5,16,0,,1,,,,,
12200,12,6,6,1433,1440,1637,1629,EV,5225,N929EV,124,109,89,8,-7,CAK,ATL,528,9,26,0,,0,,,,,
12201,3,23,7,2013,1925,2355,2300,CO,460,N12327,282,275,230,55,48,EWR,SAT,1569,5,47,0,,0,8,0,7,0,40
12202,5,16,5,934,900,1227,1130,WN,1772,N392SW,233,210,217,57,34,BWI,SAT,1407,4,12,0,,0,34,0,23,0,0
12203,11,4,2,1927,1930,2045,2048,US,1888,N765US,78,78,59,-3,-3,PHL,BOS,280,5,14,0,,0,,,,,
12204,8,27,3,1842,1843,2042,2104,UA,127,N404UA,240,261,218,-22,-1,ORD,LAX,1745,6,16,0,,0,,,,,
12205,3,2,7,1052,1055,1156,1205,AA,1675,N441AA,184,190,171,-9,-3,DFW,SAN,1171,3,10,0,,0,,,,,
12206,3,5,3,916,715,1103,849,US,1019,N936UW,107,94,73,134,121,BOS,PHL,280,3,31,0,,0,0,0,134,0,0
12207,9,15,1,632,635,835,840,WN,23,N347SW,63,65,48,-5,-3,PHX,ELP,347,3,12,0,,0,,,,,
12208,2,10,7,1541,1537,1658,1650,FL,113,N168AT,137,133,118,8,4,ATL,DFW,732,6,13,0,,0,,,,,
12209,3,27,4,1254,825,1406,935,MQ,3004,N323AE,72,70,41,271,269,SBP,LAX,155,17,14,0,,0,269,0,2,0,0
12210,12,24,3,1331,1334,1612,1623,YV,7303,N570ML,101,109,87,-11,-3,HSV,IAD,595,6,8,0,,0,,,,,
12211,4,6,7,933,935,1025,1035,MQ,3966,N823AE,52,60,37,-10,-2,ORD,CID,196,3,12,0,,0,,,,,
12212,7,24,4,1829,1820,1956,2005,WN,2213,N263WN,87,105,79,-9,9,DAL,BHM,587,2,6,0,,0,,,,,
12213,8,6,3,2035,1923,2322,2144,UA,1156,N365UA,107,81,66,98,72,DEN,ICT,419,5,36,0,,0,0,0,30,0,68
